id	document	label
200	요청한대로 구석에 자리가 예약되어 있었고 아주 만족스러웠습니다. 음식도 맛있고 다 좋았는데 3명이 특대를 시킨 건 미스인 듯, 대자로도 충분하네요.	1
201	예약했더니 안쪽 넓은 자리로 해주었더라구요 굉장히 좋았고 족발도 양은 좀 적었지만 맛있었습니다	1
202	일단 족발이 맛있어요. 족발 못 먹는 언니도 이건 냄새 안난다고 잘 먹었어요. 그리고 서비스 좋고, 친절해요.	1
203	주문하고 기다리는시간이 좀 오래걸리긴하지만 맛도있고 시끄럽지않고 좋았습니다.	1
204	맛있게 잘 먹고 가요! 족발 너무 맛있었고 다만 크기별로 메뉴가 있으면 더 좋을듯해요	1
205	예약도 돼서 좋았고 양도 푸짐해서 맛있게 잘 먹고 왔습니다. 강추!	1
206	스노우족발이 없어져서 아쉬웠지만,가격대비 구성과맛이 훌륭해요!!!^^,감사합니다	1
207	벌써 3번째 단체 대관하였습니다(50명),언제나 실망시키지 않는 족발과 보쌈,친절하신 사장님과 홀매니져님분들 ,감사드려요 ^^	1
208	마늘 족발 JMT	1
209	친절하고 맛있게 잘 먹었어요	1
210	친절하고 맛있고 좋았습니다.	1
211	강남역 근처 족발집 중 분위기 좋고~ 맛난 곳 둘다 충족되는곳 찾기 어려운데 여긴 그 둘이 완벽^^ ,분위기 좋은 인테리어에 맛도 Good!!,데이트하러 오세요^^	1
212	맛있었어요 다시 갈만해요	1
213	맛있게 먹고 왔답니다 ^^	1
214	맛있고 서비스 좋았습니다!!	1
215	캠핑분위기가 물씬나는 고기집이었어요	1
216	단체26명해서 갔는데 만족입니다.예전에 친구들이랑 먹으러갔었는데 우선분위기도 좋았고,맛도있어서,정기모임을 여기로 잡았는데,특히 여자분들이 너무 좋아하네요.가게가 그다지넓지않아,단체가 들어갈수있나했는데  문제없더군요. 맛있게 잘먹고 즐거운시간보냈습니다.감사합니다~	1
217	칭구들이랑 너므맛있게 먹었어요~고기 퀄리티 긋긋😘😍 사장님께서 신경써 구워주신 덕분에 더 맛있게 즐겼습니다ㅎㅎ소세지랑 콘치즈 떡볶이 등 사이드메뉴도 알차고 푸짐푸짐🙌💗💗💗분위기도 너므너므좋아요 재방문각입니댜	1
218	잘머것어여우타나나아아아	1
219	이번에 첨으로 예약을 하고 방문했는데 함께간 친구들 모두 독특한 도심속의 캠핑 분위기덕에 너무 즐거웠다고 합니다.,,직원분들도 친절하고 음식도 맛있었고요. 다음에 또 예약하고 방문 할 예정입니다. 감사합니다.^^	1
220	친구들이랑 몇번째 방문인데 늘 만족합니당,푸짐한양 친절한 서비스 때문에 계속 오게 되는거 같아요 친구들이랑 행복한 기억만들어 줘서 감사합니당^^	1
221	도심속에서 캠핑분위기 즐기며 고기 먹기 좋았어요 소시지도 맛있었고 떡볶이탕도 달달하니 맛있어오 ㅎㅎ 담요랑 슬리퍼도 이써서 더 편하게 즐기다 왔네용	1
222	친구소개로 알게됐구요. 10명 남짓한 인원으로 생일파티했는데 여기 진짜 괜춘습니당 ㅎㅎ 음식도 다 맛있고 분위기 캠핑느낌 오지고 여러명이서 가기에 가성비도 좋아여ㅎㅎ 엄지척!!	1
223	친절하고 맜있어요 언제나 ~~	1
224	가격, 서비스, 음식 모두 만족스러운 곳입니다. 추천합니다.	1
225	cls친절하고 맜나요	1
226	clwswjf친젛하고 맛나요	1
227	친절하고 맜나요	1
228	친절하고 음식굿	0
229	너무 맛있고 친절하고 잘 구워주셔서 좋았습니다. 감사합니다.	1
230	좋음ㅇㅇㅇㅇㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹㄹ	1
231	맛있었어요. 조금만 더 친절하심 좋을것 같아요	1
232	가마골갈비와 송추갈비를 먹었는데 고기를 구울때 따로 꺼내놓으셔서 금방식었고 뼈 붙어있는 부위에서 고기비린내가 났습니다. 양념도 너무 짜고 고기도 질긴 편이었습니다. 서버들의 서빙도 익숙지 않고 매장이 전반적으로 어수선 했어요. 기대를 가지고 방문한건데 너무 실망스럽네요. 별 한개도 아깝습니다.	0
233	가격과 맛은 미슐랭, 전반적인 서비스는 그닥...특히 주차는 할말이 없습니다....	0
234	꼬냑등심 정말 정말 너무 맛있었습니다! 직원분들도 다들 너무 친절하셨고 덕분에 즐거운 크리스마스 이브였어요! 기회가 되면 또 갈려구요!	1
235	친절들하셨고 음식 또한 괜찮은 맛이었어요^^,다음에느 꼬냑등심을 먼저 먹어야겠어요ㅎㅎ 그래서 잘 음미할수잇을꺼같네요ㅎㅎ	1
236	업무상 외국인 접대자리로 다녀왔습니다. 호주인2명과  점심특선으로 불고기정식을 먹었는데 특히 외국분들 만족도가 높았습니다.	1
237	항상.변하지.않는 맛.  가격은 좀 내렸으면 합니다.	1
238	전반적으로 만족합니다	1
239	기대보다는 별로였습니다.,시그니쳐 매뉴인 꼬냑 등심을 주문했는데,,너무 고기가 연하기만해서 삶은 수육을 먹는 느낌이 들더군요~~엄청 느끼하고....,된장찌개도 너무 달아서 별로 였습니다.,같이 간 집사람은 분위기가 좋다고~~;;^^	0
240	서비스 친절하시고,음식맛 정갈합니다. 십년전이나 지금이나 늘 한결같은 맛, 짙은 회색의 마소재 비치는 커튼과 창밖으로 보이는 대나무가 운치있습니다.	1
241	서비스가 굉장히 친절했고, 2명이 조용하게 식사하고 싶어서 룸으로 예약했는데 룸 컨디션도 정말 좋았습니다. 나중에 부모님을 모시고 오고 싶을 정도로요! 뱀부정식을 먹었는데 모든 구성이 밸런스가 맞았고 딱 배부르게 먹을 수 있었습니다. 다음에 또 찾을 것 같아요!	1
242	예약당일 미리 확인 전화주셔서 좋았구요,,전반적으로 만족합니다. ^^	1
243	맛도 좋고 친절하고 너무 좋았습니다!	1
244	환갑잔치 잘 했습니다. 8명 방 변경도 잘 해주시고 늘 좋은 음식점입니다.	1
245	친절한 서비스와 함께  최고의 한우 잘 먹고 갑니다.	1
246	가끔 회식할때 가서 정말 맛있게 먹어서 남자친구랑 방문했어요~확실히 고기 질도 좋구 맛도 최고예요!남자친구가 먹어본 안심중에 제일 부드럽구 맛있다고 아주 배터지게 먹었네요ㅎㅎ제가 53번 테이블이었던거 같은데 담당 여성서버님 정말 친절하시구 말씀 안드려도 부족한 반찬 수시로 챙겨주시고  진짜 편하게 서비스받고 와서 더 만족스러워요~~다음번엔 부모님 모시고 가려구요^^	1
247	매번 갈때마다 만족합니다!	1
248	예약 및 세팅 잘 되어 있었구요. 담당 서버님이 친절해서 만족스러웟습니다. 자리도 조용하니 좋았습니다. 또 갈게요.	1
249	두어번 방문 후 만족하여 여자친구와 기념일을 보내기위해 강남점을 이용했습니다. 여성 서버분이 저희테이블을 세팅하고 주문을 받으셨는데 흔한 인사도 없이 테이블세팅 후 우리의 요구도 없었는데 주문하시겠냐고 물어보고 주문 후에도 확인대답도 없이 휙 가버리시더라구요. 여의도점은 친절하게 설명해주셨는데 그냥 냅다 구워주시고..구우시다가 다른 직원분이랑 큰소리로 얘기하시고 조금 언짢더군요. 그래도 기다리고 있었는데 뭐가그리급하신지 마늘을 구우려다 쏟아 저희한테까지 튀고..고기도 다 굽고 휙 가버리시고..먹어도 되는지..양배추와 고추는 언제먹는건지..아무런 설명도 없으셔서 다른 서버분께 컴플레인을 걸었는데 그분께서는 굉장히 친절하게 응대해 주셔서 그 후엔 만족하며 식사했네요. 100점짜리 고기에 50점짜리 서비스 였어요	0
250	예약일이 금요일 저녁이어서 그랬던건지,,근무자분들의 일은 많고 근무자는 모자른것 갇마보이더군요.	0
251	룸 배정을 못받아 좀 아쉬웠지만 구이, 된장 만족스런식사였습니다.	1
252	분위기 좋고 고기 맛있고 친절합니다	1
253	언제가도 맛있는 영동족발!,3호점이 제일 친절한 것 같아요,미리 예약하고 가니 기다리지 않아도 되서 너무 좋았어요,김치전도 맛있고 막국수도 맛있어요,어제 다녀왔지만 오늘 또 가고 싶네요 ㅎㅎ	1
254	시끄러운거 빼곤 좋았어요	1
255	카운터 있는 남자분들의 고객 대응 최악 손님이 넘 많아서 짜증나는듯 ,족발은 괜찬은 편.  막국수는 과하게 맵고 맛은 별로	0
256	언제나 먹어도 맛있어요ㅎ	1
257	맛있어요 족발	1
258	족발 맛있었구요...(제 입에 영동족발은 다 좀 달지만 그래도 쫄깃쫄깃 좋아요) 일하시는 아주머니께서 넘 친절하셔서 기분 좋게 먹고 왔습니다. 계란찜이랑 두부김치는 처음 먹어봤는데 이 사이드 메뉴 둘도 다 맛났어요!	1
259	깔끔하고 주문한 음식이 빨리 나왔어요,이모님이 실수해서 막국수가 늦게 나왔지만 대체로 빨리 셋팅해주심	1
260	맛나게 잘 먹었습니다	1
261	너무 맛있게 잘 먹었습니다~~,다만 좀 시끄러워서 대화를 할 수 없다는게 ,아쉽지만 맛있으니 ^^;,다음엔 포장도 해보려구요~	1
262	맛집이 맞긴한가 봅니다 한골목안에 1.2.3.4호까지~ 사람이 바글바글 하고 줄이 쭉 서 있어요 맛은 뭐 그런가보다 하는데 서비스가 진짜 손님에 다한 예의가 없달까 참 내돈주고 먹으면서도 기분 나쁜 ㅠㅠ 전 다신 안가렵니다	0
263	고기도 정말 맛있고 직원분들도 친절해요	1
264	항상 만족하고 가네여.	1
265	고기 정말 맛있네요	1
266	맛있었는데 비계가 좀 많앗어요 원래안그랫던거같은데 ㅠㅠ	0
267	강남에서 모임잡을때 늘애용하는곳입니다	1
268	잘먹었습니다	1
269	밑반찬도 깔끔하고 고기도 맛있어요.,무엇보다 고기가 맛이 좋았습니다.	1
270	깔끔하고 쾌적합니다. 예약하고가서 기다리지않고 바로 방으로 안내해주셨어요. 고기도 구워주시고 냄새도 거의안나는 듯합니다. 다음에또 이용할게요	1
271	조큼 비싸지만 맛있어요. 주차도 편하고요^^	1
272	가격은 매우 비싸지만 늘 맛잇다	1
273	맛있었어요	1
274	육즙 폭발~  와인과 생갈비의 콜라보~,완전 반했어요~ ㅎ	1
275	이렇게 맛있는 고기는 오랜만이네요. 강남에서 이만한 고기를 이가격에 먹을 수 있는곳은 까사생갈비뿐일듯해요. 테이블마다 냄새빼주는 장치도 있고 충전기도 구비돼있고, 고기도 다 구워주셔서 걱정없이 식사할 수 있었습니다. 서비스도 좋았고 매장 분위기도 좋아서 진짜 와인한잔하고싶었네요. 운전을 해야해서 술을 못먹어서 아쉬워요... 다음에 다시 방문해야겠어요^^ 잘먹고갑니다~	1
276	맛은 괜찮았습니다.,,고기를 직접 구워줘서 좋았습니다.,,오후2시경 갔는데 샹그리아가 준비가 되어있지 않아서 맛을 못봐서 아쉬웠습니다.,,3명이서 앉아서 세드로 세트를 시켰는데,테이블이 생각보다 작아서 먹는데 조금 불편했습니다.,,벨이 따로 없어서 직원분들을 계속 불러야해서 조금 귀찮았습니다.,,남자직원분이 바닥에 휴지를 주울때도 장갑낀채로 주웠고 고기 구울때 장갑을 교체하지 않은채로 해주셔서 조금 불편했습니다.,,주말 오후시간대에 약간 한적해서 좋았습니다.,,위생과 서비스 쪽은 개선이 필여할 것 같습니다.	0
277	매번 모임이 있을때 방문하는데 이베리코와 다른곳에서는 맛볼수 없는 소스들의 맛이 일품인 곳입니다. 서비스또한 직원들이 직접 고기도 구워주시고 친절해요	1
278	생갈비랑 목살이 인기인데 생갈비가 진짜 맛있었어요! 와인하고 같이 먹는게 안어울릴 것 같았는데 정말 좋았네요 :),인테리어도 가정집 같이 특이하고 모임장소로 좋은 것 같아요 예약하시면 웨이팅 없이 먹을 수 있어요 추천합니다	1
279	정말 맛있었다. 생갈비살, 이베리코 목살 모두 훌륭했고 와인과도 잘 어울렸다.	1
280	재방문한거였는데 넘넘 맛있어요,생갈비, 목살, 늑간살 어느 부위 하나 아쉬운 점 없었고 방울토마토 구워먹은건 신의한수bb 조만간 또 갈 거 같아요 ㅋㅋ	1
281	고기맛있고 충전기도 테이블에 붙어있고 친절하고 좋네요~ 담엔 샹그리아도 마셔보고 싶어요 다만 환기만 좀더 잘되면 좋겠어요	1
282	가격대비 맛이나 분위기 모두 최고였습니다. 무조건 강추!!	1
283	맛있어요 또갈듯	1
284	친구들하고 모임할 때 좋았던 것 같아요! 음식도 정갈해서 맛있게 잘 먹었습니다^^ 단지 점심시간 때 바쁘셔서 그런지 서빙이 늦어졌습니다. 그 외엔 만족스러웠어요!	1
285	너무너무 만족했답니다.,강남에는 맛있는 음식이 진짜 찾기힘든데,정말 너무 맛있는 음식이였어요 ㅎㅎ,같이가신분들도 만족하고 개인적으로 음식점 덕분에 하던일 잘 마무리가 된고 같아요 ㅎㅎ,다음에는 가족이랑 가볼게요~	1
286	분위기도 맛도 Good	1
287	한우 불고기라서 확실히 고기 퀄리티가 다르더라구요!,무한리필로 정말 맛있게 먹고 왔어요ㅎㅎ	1
288	강남에 여기 만큼 정원있구 괜찮은 고기집은없는거같아요 고기도전부 다 구워주시고 서비스가 넘좋아요 고기도 맛있고 ^^	1
289	잘먹구 갑니다!! ,음식도 맛있고 !! ,서비스도 좋네요!!,,3.1절 맞이해서 가족 외식을 다녀왔는데 가족 모두 만도했습니다!!,다음에 또 오겠습니다!!!	1
290	백억하누...고기가진짜너무맛있네요!! 서비스도좋고 가족끼리 밥먹기 너무좋은곳이예용..회식장소로 추천해야겠어요^^,,	1
291	삼합이 그렇게 맛있다길래 한번 방문했는데..,진짜 제 지인들이 꼭 가라는 이유를 알겠네요,진짜 어제 잘먹고 덕분에 행복한 배부름을 오랜만에 느끼고 갑니다:)  ,다음엔 어머니 생신날 가야겟어요	1
292	소고기 차돌박이와 전복과 키조개 관자의 삼합 조합은 정말 좋았습니다!,거기에 김치를 곁들여서 먹어도 아주 맛있더군요!,,날 좋을때 정원 바라보며 먹어도 기분 좋은 식사자리가 될꺼같습니다:D	1
293	예전에 자주찾던곳인데 오랬만에 가니까 더맛있었어요!,제주도에서 먹던 제주흑돼지보다 부드럽고 맛있습니다.,후식으로 먹었던 아이스크림도 정말맛있었고 직원분들도 친절하고 기분좋게 먹고왔습니다!	1
294	처음 와봤는데 맛도 좋고 서비스도 좋습니다. 직원분들도 친절해서 기분이 좋았습니다.	1
